feature_index,row_id,status,mzml_path,n_candidate_spectra,chosen_scan_id,chosen_tic,rt_window_widened
7697,10168,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_71.mzML,1,controllerType=0 controllerNumber=1 scan=2949,4081543.744873047,False
7699,10174,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_287.mzML,1,controllerType=0 controllerNumber=1 scan=2313,97293.41723632812,False
7771,10313,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_139.mzML,1,controllerType=0 controllerNumber=1 scan=1290,4752066.4052734375,False
7779,10335,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_6.mzML,1,controllerType=0 controllerNumber=1 scan=1006,18265759.166015625,False
7787,10356,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_65.mzML,1,controllerType=0 controllerNumber=1 scan=3403,2258246.7993164062,False
7795,10368,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_66.mzML,1,controllerType=0 controllerNumber=1 scan=3153,3070215.8422851562,False
7801,10377,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_34.mzML,1,controllerType=0 controllerNumber=1 scan=3513,8233613.802734375,True
7899,10550,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_60.mzML,1,controllerType=0 controllerNumber=1 scan=1501,4353458.978515625,False
7944,10637,no_ms2_match,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_5.mzML,0,,,True
8009,10769,no_ms2_match,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_104.mzML,0,,,True
8144,11029,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_46.mzML,1,controllerType=0 controllerNumber=1 scan=222,2689648.2514648438,False
8161,11056,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_57.mzML,1,controllerType=0 controllerNumber=1 scan=1857,1717451.5922851562,False
8242,11234,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_233.mzML,1,controllerType=0 controllerNumber=1 scan=2906,3304586.529296875,False
8246,11249,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_72.mzML,1,controllerType=0 controllerNumber=1 scan=2095,1722769.2641601562,False
8321,11413,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_44.mzML,1,controllerType=0 controllerNumber=1 scan=3156,1018282.4741210938,False
8350,11477,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_273.mzML,1,controllerType=0 controllerNumber=1 scan=3289,54940.3935546875,False
8364,11516,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_58.mzML,1,controllerType=0 controllerNumber=1 scan=825,11726054.131835938,False
8368,11520,no_ms2_match,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_86.mzML,0,,,True
8635,12126,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_28.mzML,1,controllerType=0 controllerNumber=1 scan=2757,805166.8006591797,False
8650,12157,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_65.mzML,1,controllerType=0 controllerNumber=1 scan=3316,806271.5900878906,False
8683,12215,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_56.mzML,1,controllerType=0 controllerNumber=1 scan=3351,1377842.0561523438,False
8807,12561,no_ms2_match,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_162.mzML,0,,,True
8839,12619,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_214.mzML,2,controllerType=0 controllerNumber=1 scan=1771,1939069.8374023438,False
8957,12896,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_287.mzML,1,controllerType=0 controllerNumber=1 scan=2316,2185832.6806640625,False
9038,13106,no_ms2_match,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_13.mzML,0,,,True
9049,13135,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_92.mzML,1,controllerType=0 controllerNumber=1 scan=866,6593444.38671875,False
9121,13313,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_242.mzML,1,controllerType=0 controllerNumber=1 scan=3161,437158.41455078125,False
9239,13649,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_1.mzML,1,controllerType=0 controllerNumber=1 scan=3342,224883.13647460938,False
9252,13678,no_ms2_match,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_4.mzML,0,,,True
9266,13710,no_ms2_match,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_193.mzML,0,,,True
9324,13856,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_92.mzML,1,controllerType=0 controllerNumber=1 scan=3151,16161032.91796875,False
9348,13917,no_ms2_match,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_111.mzML,0,,,True
9464,14211,no_ms2_match,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_91.mzML,0,,,True
9576,14554,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_233.mzML,1,controllerType=0 controllerNumber=1 scan=3178,598873.3498535156,False
9765,15077,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_empty1.mzML,1,controllerType=0 controllerNumber=1 scan=1252,6481094.526611328,False
9802,15189,no_ms2_match,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_54.mzML,0,,,True
9834,15277,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_28.mzML,1,controllerType=0 controllerNumber=1 scan=2790,1320223.7700195312,False
9839,15294,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_56.mzML,1,controllerType=0 controllerNumber=1 scan=2121,2203369.5786132812,False
9892,15462,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_19.mzML,1,controllerType=0 controllerNumber=1 scan=2948,1147043.5639648438,False
9976,15710,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_5.mzML,1,controllerType=0 controllerNumber=1 scan=3098,1281819.5783691406,False
10007,15791,no_ms2_match,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_34.mzML,0,,,True
10052,15908,no_ms2_match,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_66.mzML,0,,,True
10067,15950,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_105.mzML,1,controllerType=0 controllerNumber=1 scan=2875,1827858.1813964844,False
10129,16128,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_58.mzML,1,controllerType=0 controllerNumber=1 scan=789,6470691.1953125,False
10604,17654,no_ms2_match,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_168.mzML,0,,,True
10701,18018,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_71.mzML,1,controllerType=0 controllerNumber=1 scan=2784,2411324.285888672,False
10715,18068,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_36.mzML,1,controllerType=0 controllerNumber=1 scan=3058,281833.3298339844,True
10729,18110,no_ms2_match,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_5.mzML,0,,,True
10889,18625,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_92.mzML,1,controllerType=0 controllerNumber=1 scan=1793,1868802.3083496094,False
10928,18742,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_55.mzML,1,controllerType=0 controllerNumber=1 scan=3357,486632.1794433594,False
11018,19115,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_5.mzML,1,controllerType=0 controllerNumber=1 scan=2786,519824.2058105469,False
11225,19969,no_ms2_match,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_185.mzML,0,,,True
11375,20555,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_81.mzML,1,controllerType=0 controllerNumber=1 scan=3067,27227.524658203125,False
11398,20646,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_86.mzML,1,controllerType=0 controllerNumber=1 scan=3793,272533.9572753906,False
11497,21039,no_ms2_match,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_10.mzML,0,,,True
11506,21074,no_ms2_match,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_37.mzML,0,,,True
11523,21139,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_10.mzML,1,controllerType=0 controllerNumber=1 scan=972,2226498.38671875,False
11564,21315,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_64.mzML,1,controllerType=0 controllerNumber=1 scan=3355,988356.7004394531,False
11589,21414,no_ms2_match,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_322.mzML,0,,,True
11661,21745,no_ms2_match,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_71.mzML,0,,,True
11857,22588,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_65.mzML,1,controllerType=0 controllerNumber=1 scan=2033,1215670.7658691406,False
11995,23217,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_9.mzML,1,controllerType=0 controllerNumber=1 scan=3687,239670.76586914062,False
12243,24522,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_255.mzML,1,controllerType=0 controllerNumber=1 scan=2953,28618420.5859375,False
12362,25097,no_ms2_match,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_50.mzML,0,,,True
12635,26444,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_155.mzML,1,controllerType=0 controllerNumber=1 scan=3538,296178.24169921875,False
12718,26859,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_12.mzML,1,controllerType=0 controllerNumber=1 scan=469,4070219.3291015625,False
12756,27092,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_8.mzML,1,controllerType=0 controllerNumber=1 scan=2981,746389.5954589844,False
12764,27135,no_ms2_match,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_20.mzML,0,,,True
12767,27161,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_198.mzML,2,controllerType=0 controllerNumber=1 scan=774,228114.27856445312,False
12808,27413,no_ms2_match,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_242.mzML,0,,,True
12915,27928,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_65.mzML,1,controllerType=0 controllerNumber=1 scan=2387,676527.7661132812,False
12958,28218,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_7.mzML,2,controllerType=0 controllerNumber=1 scan=3326,800253.6040039062,False
12960,28236,no_ms2_match,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_17.mzML,0,,,True
12969,28303,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_37.mzML,1,controllerType=0 controllerNumber=1 scan=3550,315482.33935546875,False
13174,29524,no_ms2_match,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_310.mzML,0,,,True
13193,29618,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_287.mzML,1,controllerType=0 controllerNumber=1 scan=2014,104977.43774414062,False
13211,29697,no_ms2_match,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_18.mzML,0,,,True
13230,29791,no_ms2_match,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_5.mzML,0,,,True
13233,29797,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_232.mzML,1,controllerType=0 controllerNumber=1 scan=486,556818.1879882812,False
13258,29926,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_65.mzML,1,controllerType=0 controllerNumber=1 scan=2099,819351.6833496094,False
13326,30276,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_58.mzML,1,controllerType=0 controllerNumber=1 scan=3126,519769.8186035156,False
13373,30594,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_21.mzML,1,controllerType=0 controllerNumber=1 scan=2808,1207771.6970214844,False
13448,31061,no_ms2_match,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_15.mzML,0,,,True
13488,31365,no_ms2_match,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_242.mzML,0,,,True
13677,32584,no_ms2_match,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_73.mzML,0,,,True
13871,33858,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_21.mzML,1,controllerType=0 controllerNumber=1 scan=3244,299002.21142578125,False
13900,34037,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_191.mzML,1,controllerType=0 controllerNumber=1 scan=3156,4629667.0439453125,False
13919,34189,no_ms2_match,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_46.mzML,0,,,True
14042,35030,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_263.mzML,1,controllerType=0 controllerNumber=1 scan=2611,533120.8061523438,False
14051,35119,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_14.mzML,1,controllerType=0 controllerNumber=1 scan=4443,4011009.7763671875,False
14071,35255,no_ms2_match,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_57.mzML,0,,,True
14086,35370,no_ms2_match,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_13.mzML,0,,,True
14109,35469,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_22.mzML,1,controllerType=0 controllerNumber=1 scan=4462,300499.1875,False
14189,35980,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_46.mzML,1,controllerType=0 controllerNumber=1 scan=222,2689648.2514648438,False
14260,36452,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_221.mzML,1,controllerType=0 controllerNumber=1 scan=3006,341861.84423828125,False
14364,37119,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_321.mzML,3,controllerType=0 controllerNumber=1 scan=3437,1409417.1032714844,True
14367,37158,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_139.mzML,1,controllerType=0 controllerNumber=1 scan=2566,715113.1254882812,False
14491,38045,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_311.mzML,2,controllerType=0 controllerNumber=1 scan=4064,3562508.4755859375,False
14687,39685,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_111.mzML,1,controllerType=0 controllerNumber=1 scan=1714,65203.04150390625,False
15041,42268,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_73.mzML,1,controllerType=0 controllerNumber=1 scan=343,78585.10791015625,False
15058,42405,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_232.mzML,3,controllerType=0 controllerNumber=1 scan=4078,1000427.7885742188,True
15075,42545,no_ms2_match,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_21.mzML,0,,,True
15121,42970,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_92.mzML,1,controllerType=0 controllerNumber=1 scan=2620,1216682.5451660156,False
15130,42998,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_61.mzML,1,controllerType=0 controllerNumber=1 scan=3057,69542.29711914062,False
15279,44299,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_307.mzML,1,controllerType=0 controllerNumber=1 scan=2889,393615.89111328125,True
15320,44617,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_246.mzML,1,controllerType=0 controllerNumber=1 scan=998,263284.2126464844,False
15396,45186,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_66.mzML,1,controllerType=0 controllerNumber=1 scan=3173,161468.86572265625,False
15403,45234,no_ms2_match,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_11.mzML,0,,,True
15695,47621,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_117.mzML,1,controllerType=0 controllerNumber=1 scan=2495,1440034.8723144531,False
15811,48724,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_empty1.mzML,1,controllerType=0 controllerNumber=1 scan=3279,162237.0732421875,False
15964,50065,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_74.mzML,1,controllerType=0 controllerNumber=1 scan=3705,306146.6130371094,False
15984,50270,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_93.mzML,1,controllerType=0 controllerNumber=1 scan=3717,152442.77221679688,False
16004,50464,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_10.mzML,2,controllerType=0 controllerNumber=1 scan=4193,312026.18896484375,False
16090,51130,no_ms2_match,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_98.mzML,0,,,True
16092,51152,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_211.mzML,1,controllerType=0 controllerNumber=1 scan=2625,219425.1083984375,False
16156,51845,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_37.mzML,1,controllerType=0 controllerNumber=1 scan=4263,141129.32641601562,False
16167,51915,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_58.mzML,1,controllerType=0 controllerNumber=1 scan=2649,501933.24365234375,False
16195,52137,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_227.mzML,2,controllerType=0 controllerNumber=1 scan=406,299517.607421875,False
16214,52310,exported,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_66.mzML,1,controllerType=0 controllerNumber=1 scan=2807,411783.88720703125,False
