SAMPLE_NAME,strain_id,species,mean_auc_rate,pls_oof_pred,rf_oof_pred,norm_name,met_fraction,met_fraction_rank_residual_species,copper_auc_rank_residual_species
TFCN_186DK3-2,186DK3-2,Rhodotorula sp. clade XI,23.47963672,0.3687329634756309,0.055073538401343866,TFCN186DK32,0.0161,3.694822225952521e-13,45.00000000000006
TFCN_1A-1-2,1A-1-2,Rhodotorula paludigena,22.87270606,0.03843420748460276,-0.06595166124700069,TFCN1A12,0.0166,46.72222222222232,21.33333333333329
TFCN_1A-1-3,1A-1-3,Rhodotorula pacifica,25.03112434,0.000864143307834582,0.0472749475467555,TFCN1A13,0.0167,5.684341886080803e-14,-8.000000000000028
TFCN_1A-14,1A-14,Rhodotorula mucilaginosa,22.56637193,-0.09072887544819004,-0.1552735111581658,TFCN1A14,0.0166,-61.358247422680165,-49.44845360824738
TFCN_1B-1-2,1B-1-2,Rhodotorula pacifica,25.44957378,0.10188948492040809,-0.021918815820129202,TFCN1B12,0.0167,5.684341886080803e-14,7.999999999999972
TFCN_209-6-1,209-6-1,Rhodotorula mucilaginosa,22.16821843,0.28459163235630935,0.22152591492334087,TFCN20961,0.0166,-61.358247422680165,-65.44845360824738
TFCN_209-6-11,209-6-11,Rhodotorula mucilaginosa,22.71536613,-0.06267246226469267,0.08481173247028219,TFCN209611,0.0167,37.64175257731984,-43.44845360824738
TFCN_209-6-12,209-6-12,Rhodotorula mucilaginosa,24.46378776,0.3661102041763848,-0.08137247196334499,TFCN209612,0.0167,37.64175257731984,32.55154639175262
TFCN_209-6-14,209-6-14,Rhodotorula mucilaginosa,24.58425399,0.07741953239192864,0.09761661404346567,TFCN209614,0.0167,37.64175257731984,38.55154639175262
TFCN_209-6-17,209-6-17,Rhodotorula mucilaginosa,25.50773362,-0.16504910507496684,-0.03823031239277431,TFCN209617,0.0167,37.64175257731984,77.55154639175262
TFCN_209-6-2,209-6-2,Rhodotorula mucilaginosa,24.63154487,0.21206088353103517,0.09236529144184243,TFCN20962,0.0166,-61.358247422680165,39.55154639175262
TFCN_209-6-4,209-6-4,Rhodotorula mucilaginosa,25.81895226,0.16205851151559708,0.05105957094042835,TFCN20964,0.0167,37.64175257731984,84.55154639175262
TFCN_209-6-5,209-6-5,Rhodotorula mucilaginosa,24.26690358,1.1172859916284894,0.14423311953837228,TFCN20965,0.0167,37.64175257731984,26.551546391752623
TFCN_211A-3,211A-3,Rhodotorula mucilaginosa,22.28481236,-0.391988594783193,-0.03609821970221182,TFCN211A3,0.0166,-61.358247422680165,-61.44845360824738
TFCN_212C-2,212C-2,Rhodotorula mucilaginosa,24.23208753,0.2917043171512611,0.27008629534359235,TFCN212C2,0.0166,-61.358247422680165,25.551546391752623
TFCN_213-6-2,213-6-2,Rhodotorula mucilaginosa,24.18698406,0.22631558089430898,-0.2584587655931722,TFCN21362,0.0166,-61.358247422680165,23.551546391752623
TFCN_213-6-4,213-6-4,Rhodotorula mucilaginosa,24.51810133,-0.18655138334031185,-0.21908609915640323,TFCN21364,0.0166,-61.358247422680165,35.55154639175262
TFCN_222A-2,222A-2,Rhodotorula sp. clade I,26.55615047,-0.7176475402064101,-0.14615745149890563,TFCN222A2,0.015,2.8421709430404014e-14,157.57142857142856
TFCN_22C-4,22C-4,Rhodotorula mucilaginosa,24.28472686,0.16689404791369078,0.09092918398188156,TFCN22C4,0.0167,37.64175257731984,27.551546391752623
TFCN_25-0-2E332-1,25-0-2E332-1,Rhodotorula mucilaginosa,23.55262525,0.362647137612508,-0.05098753465259369,TFCN2502E3321,0.0167,37.64175257731984,-1.448453608247377
TFCN_25-0-2E333-1,25-0-2E333-1,Rhodotorula mucilaginosa,27.24116449,-0.41059630396445995,0.028845779911283898,TFCN2502E3331,0.0167,37.64175257731984,97.55154639175262
TFCN_25-0-2E333-5,25-0-2E333-5,Rhodotorula mucilaginosa,23.49843205,-0.5443817628205997,-0.0268777124979194,TFCN2502E3335,0.0166,-61.358247422680165,-3.4484536082473767
TFCN_25-0-2E333-7,25-0-2E333-7,Rhodotorula mucilaginosa,22.82214379,-0.18513481327612044,-0.058917445493131146,TFCN2502E3337,0.0166,-61.358247422680165,-40.44845360824738
TFCN_25-0-2E334-1,25-0-2E334-1,Rhodotorula mucilaginosa,23.67678758,-0.2892945341022882,0.31672661562928867,TFCN2502E3341,0.0167,37.64175257731984,3.5515463917526238
TFCN_25-0-2E390-1,25-0-2E390-1,Rhodotorula mucilaginosa,25.88962136,0.8365432012495264,0.4608209913656638,TFCN2502E3901,0.0167,37.64175257731984,85.55154639175262
TFCN_25-325Y-1,25-325Y-1,Rhodotorula mucilaginosa,25.92015055,0.17153607894863962,0.325356243032531,TFCN25325Y1,0.0166,-61.358247422680165,86.55154639175262
TFCN_25-327D-1,25-327D-1,Rhodotorula mucilaginosa,24.52823753,-0.563577938779206,0.09822692768023301,TFCN25327D1,0.0166,-61.358247422680165,37.55154639175262
TFCN_25-331D-1,25-331D-1,Rhodotorula mucilaginosa,18.43975071,0.2535894397985725,-0.33532397954658344,TFCN25331D1,0.0167,37.64175257731984,-112.44845360824738
TFCN_25-332C-1,25-332C-1,Rhodotorula mucilaginosa,23.62762653,0.876301881120842,0.21835636017066776,TFCN25332C1,0.0167,37.64175257731984,1.551546391752623
TFCN_25-332D-1,25-332D-1,Rhodotorula mucilaginosa,23.0575439,-0.5873323280971449,-0.07695400850562395,TFCN25332D1,0.0166,-61.358247422680165,-28.448453608247377
TFCN_25-332P-2,25-332P-2,Rhodotorula mucilaginosa,23.65766434,-0.1844204259621128,-0.23304524959216888,TFCN25332P2,0.0167,37.64175257731984,2.5515463917526238
TFCN_25-332Y-1,25-332Y-1,Rhodotorula mucilaginosa,23.2334282,-0.5133709288659671,-0.50889713582373,TFCN25332Y1,0.0167,37.64175257731984,-19.448453608247377
TFCN_25-333C-2,25-333C-2,Rhodotorula mucilaginosa,17.94539092,-0.57778865494245,-0.3480555884113503,TFCN25333C2,0.0166,-61.358247422680165,-119.44845360824738
TFCN_25-333D-5,25-333D-5,Rhodotorula sp. clade I,21.28161346,0.00733247314513856,0.15851180465016432,TFCN25333D5,0.015,2.8421709430404014e-14,-22.42857142857146
TFCN_25-333P-2,25-333P-2,Rhodotorula mucilaginosa,21.7597577,0.7870609311393414,0.11637743935496014,TFCN25333P2,0.0166,-61.358247422680165,-71.44845360824738
TFCN_25-333P-5,25-333P-5,Rhodotorula paludigena,22.92053482,0.8210603362950049,-0.10312394982867736,TFCN25333P5,0.0159,-5.277777777777686,25.33333333333329
TFCN_25-333Y-10,25-333Y-10,Rhodotorula mucilaginosa,22.51663104,-0.1812812273474104,-0.0374479120086476,TFCN25333Y10,0.0167,37.64175257731984,-52.44845360824738
TFCN_25-333Y-2,25-333Y-2,Rhodotorula sp. clade I,15.79311168,-0.3273976569388772,0.1671467818086863,TFCN25333Y2,0.015,2.8421709430404014e-14,-66.42857142857146
TFCN_25-333Y-9,25-333Y-9,Rhodotorula mucilaginosa,24.49523214,-0.211342334243272,-0.07306539298342173,TFCN25333Y9,0.0166,-61.358247422680165,34.55154639175262
TFCN_25-334D-3,25-334D-3,Rhodotorula mucilaginosa,23.50150848,-0.3310261508122395,-0.2234121616798667,TFCN25334D3,0.0167,37.64175257731984,-2.4484536082473767
TFCN_25-334Y-6,25-334Y-6,Rhodotorula mucilaginosa,21.59260277,0.23345528523585823,0.17516044323893004,TFCN25334Y6,0.0167,37.64175257731984,-75.44845360824738
TFCN_25-335C-1,25-335C-1,Rhodotorula diobovata,19.96227607,-0.17977577469422396,-0.3986747514612317,TFCN25335C1,0.0151,-0.6000000000000227,12.999999999999886
TFCN_25-335P-1,25-335P-1,Rhodotorula diobovata,17.1437508,-0.521656086868775,0.06406455385268436,TFCN25335P1,0.0152,2.3999999999999773,-10.000000000000114
TFCN_25-335Y-1,25-335Y-1,Rhodotorula mucilaginosa,25.1991062,-0.10184726440591417,-0.10985981148177454,TFCN25335Y1,0.0166,-61.358247422680165,67.55154639175262
TFCN_25-337M-3,25-337M-3,Rhodotorula mucilaginosa,23.34620228,-0.0019359943494617858,-0.058437512286356096,TFCN25337M3,0.0167,37.64175257731984,-14.448453608247377
TFCN_25-337Y-1,25-337Y-1,Rhodotorula mucilaginosa,24.73746177,0.16751267725439845,-0.14681230534778328,TFCN25337Y1,0.0167,37.64175257731984,45.55154639175262
TFCN_25-395P-1,25-395P-1,Rhodotorula mucilaginosa,22.33554954,-0.3441024319669489,-0.04803231992571039,TFCN25395P1,0.0167,37.64175257731984,-59.44845360824738
TFCN_270H-2,270H-2,Rhodotorula mucilaginosa,21.02843845,-0.4603190849970212,-0.44092308106524275,TFCN270H2,0.0167,37.64175257731984,-88.44845360824738
TFCN_273H-1,273H-1,Rhodotorula mucilaginosa,21.21164228,0.10881192764903441,0.10311765938711674,TFCN273H1,0.0166,-61.358247422680165,-86.44845360824738
TFCN_2M-1-4,2M-1-4,Rhodotorula mucilaginosa,22.34794577,-0.43901676414461976,-0.05350455977215155,TFCN2M14,0.0166,-61.358247422680165,-58.44845360824738
TFCN_33A-4,33A-4,Rhodotorula mucilaginosa,18.52114955,-0.7558944236324121,-0.1339774661565815,TFCN33A4,0.0167,37.64175257731984,-111.44845360824738
TFCN_340-1,340-1,Rhodotorula mucilaginosa,23.18669013,-0.5748276224661565,-0.3601635288683596,TFCN3401,0.0166,-61.358247422680165,-23.448453608247377
TFCN_340-3,340-3,Rhodotorula mucilaginosa,22.67611241,-0.34992140092870005,-0.005736194774942438,TFCN3403,0.0166,-61.358247422680165,-46.44845360824738
TFCN_342-3,342-3,Rhodotorula mucilaginosa,23.46499789,-0.2685017814130002,-0.019497955620932796,TFCN3423,0.0167,37.64175257731984,-8.448453608247377
TFCN_357-1,357-1,Rhodotorula taiwanensis,14.44814911,-0.28596176503741244,-0.18030663572039943,TFCN3571,0.0172,0.5833333333335986,-7.166666666666586
TFCN_363-1-2,363-1-2,Rhodotorula mucilaginosa,22.71647793,-0.7571845795434903,0.2827518237226597,TFCN36312,0.0166,-61.358247422680165,-42.44845360824738
TFCN_3M-1-1,3M-1-1,Rhodotorula mucilaginosa,23.10906211,-0.4654011488120232,-0.496135305769958,TFCN3M11,0.0164,-99.85824742268017,-27.448453608247377
TFCN_404D-1,404D-1,Rhodotorula mucilaginosa,25.66596149,0.09644181992068149,0.176326513255347,TFCN404D1,0.0167,37.64175257731984,81.55154639175262
TFCN_43A-4,43A-4,Rhodotorula paludigena,23.68053102,0.775545773839732,0.022135890552817356,TFCN43A4,0.0159,-5.277777777777686,65.33333333333329
TFCN_48A-15,48A-15,Rhodotorula paludigena,20.63184716,-0.2469947459113336,-0.024619988825651896,TFCN48A15,0.0159,-5.277777777777686,-32.666666666666714
TFCN_48A-2,48A-2,Rhodotorula paludigena,21.81751424,0.1693108060002218,-0.13371042514023898,TFCN48A2,0.0159,-5.277777777777686,-8.666666666666714
TFCN_48D-10,48D-10,Rhodotorula paludigena,20.66056655,-0.23459021795310034,-0.2335203215481166,TFCN48D10,0.0159,-5.277777777777686,-31.666666666666718
TFCN_4M-1-2,4M-1-2,Rhodotorula mucilaginosa,23.43240469,-0.005990582816864935,0.16064152547101115,TFCN4M12,0.0166,-61.358247422680165,-11.448453608247377
TFCN_4M-1-3,4M-1-3,Rhodotorula mucilaginosa,23.96067975,-0.3977898826633481,-0.2921762264287742,TFCN4M13,0.0167,37.64175257731984,9.551546391752623
TFCN_4M-1-4,4M-1-4,Rhodotorula mucilaginosa,22.90995384,0.33942839876171094,-0.007396728492826015,TFCN4M14,0.0167,37.64175257731984,-36.44845360824738
TFCN_4M-1-5,4M-1-5,Rhodotorula mucilaginosa,24.04616918,-0.3289530397717365,-0.15820627085376995,TFCN4M15,0.0167,37.64175257731984,16.551546391752623
TFCN_54D-2,54D-2,Rhodotorula mucilaginosa,25.1830412,0.07795575009070144,0.40610340069464057,TFCN54D2,0.0167,37.64175257731984,65.55154639175262
TFCN_7-9-2,7-9-2,Rhodotorula diobovata,17.87371848,0.16524688270662213,-0.06294399372911058,TFCN792,0.0151,-0.6000000000000227,-6.000000000000114
TFCN_7W-292-3,7W-292-3,Rhodotorula dairenensis,23.27111075,0.20068097396360224,0.0456192754418566,TFCN7W2923,0.0163,0.92857142857153,38.71428571428564
TFCN_86A-3,86A-3,Rhodotorula mucilaginosa,24.36816263,-0.22114316018904034,0.009133604931904831,TFCN86A3,0.0167,37.64175257731984,31.551546391752623
TFCN_86A-6,86A-6,Rhodotorula sphaerocarpa,20.11131803,-0.2148909397921931,-0.06650161739687012,TFCN86A6,0.0166,-65.9999999999996,-29.333333333333
TFCN_86A-8,86A-8,Rhodotorula sphaerocarpa,22.70086167,0.23850027079096825,-0.018968242943928206,TFCN86A8,0.0167,33.0000000000004,25.666666666667
TFCN_86C-9,86C-9,Rhodotorula sphaerocarpa,22.1269168,0.18678010051497076,0.050027530305814125,TFCN86C9,0.0167,33.0000000000004,3.6666666666669983
TFCN_89D-3,89D-3,Rhodotorula mucilaginosa,22.64096084,0.0959456182867986,-0.24171831067326366,TFCN89D3,0.0166,-61.358247422680165,-48.44845360824738
TFCN_98A-10,98A-10,Rhodotorula mucilaginosa,21.0851418,-0.2993379055013026,0.018460988869624165,TFCN98A10,0.0166,-61.358247422680165,-87.44845360824738
TFCN_98A-5,98A-5,Rhodotorula mucilaginosa,25.06620526,0.7259686664219506,0.571525037576129,TFCN98A5,0.0166,-61.358247422680165,62.55154639175262
TFCN_98C-3,98C-3,Rhodotorula mucilaginosa,23.96510638,-0.4796417884706119,-0.12999290169873862,TFCN98C3,0.0167,37.64175257731984,11.551546391752623
TFCN_98C-5,98C-5,Rhodotorula mucilaginosa,23.48785269,-0.08309623992352291,-0.28694764958192687,TFCN98C5,0.0167,37.64175257731984,-4.448453608247377
TFCN_98C-7,98C-7,Rhodotorula mucilaginosa,22.66448246,-0.4118547130844226,0.02841024524665088,TFCN98C7,0.0166,-61.358247422680165,-47.44845360824738
TFCN_98C-8,98C-8,Rhodotorula mucilaginosa,23.01017548,0.13360663681202248,-0.09000142001876008,TFCN98C8,0.0166,-61.358247422680165,-30.448453608247377
TFCN_98D-11,98D-11,Rhodotorula mucilaginosa,25.04280379,-0.42263509525184284,-0.04386974285079838,TFCN98D11,0.0167,37.64175257731984,60.55154639175262
TFCN_98D-7,98D-7,Rhodotorula mucilaginosa,25.0002092,0.36316728145302934,0.054682461153677114,TFCN98D7,0.0167,37.64175257731984,56.55154639175262
TFCN_98D-9,98D-9,Rhodotorula mucilaginosa,24.78578375,0.6343628086743366,0.0251560680946796,TFCN98D9,0.0167,37.64175257731984,47.55154639175262
TFCN_S22D-1,S22D-1,Rhodotorula taiwanensis,15.56565262,0.05549234058276418,-0.10609122191360437,TFCNS22D1,0.0172,0.5833333333335986,-4.166666666666586
